"executionTime","stationBeanList__id","stationBeanList__stationName","stationBeanList__availableDocks","stationBeanList__totalDocks","stationBeanList__latitude","stationBeanList__longitude","stationBeanList__statusValue","stationBeanList__statusKey","stationBeanList__availableBikes","stationBeanList__stAddress1","stationBeanList__stAddress2","stationBeanList__city","stationBeanList__postalCode","stationBeanList__location","stationBeanList__altitude","stationBeanList__testStation","stationBeanList__lastCommunicationTime","stationBeanList__landMark"
"","3542","Amsterdam Ave & W 119 St","26","29","40.8086249","-73.9596214","In Service","1","3","Amsterdam Ave & W 119 St","","","","","","False","2019-11-28 05:26:27 AM",""
"","3543","Morningside Dr & Amsterdam Ave","25","35","40.81028506306003","-73.95736455917358","In Service","1","10","Morningside Dr & Amsterdam Ave","","","","","","False","2019-11-28 05:24:35 AM",""
"","3544","Underhill Ave & Pacific St","21","27","40.6804836","-73.9646795","In Service","1","6","Underhill Ave & Pacific St","","","","","","False","2019-11-28 05:26:25 AM",""
"","3545","Broadway & W 122 St","1","33","40.8120562","-73.9612547","In Service","1","32","Broadway & W 122 St","","","","","","False","2019-11-28 05:24:42 AM",""
"","3546","Pacific St & Classon Ave","18","21","40.6791944","-73.9587903","In Service","1","3","Pacific St & Classon Ave","","","","","","False","2019-11-28 05:23:48 AM",""
"","3547","Broadway & Moylan Pl","1","41","40.8143256","-73.9590255","In Service","1","40","Broadway & Moylan Pl","","","","","","False","2019-11-28 05:24:16 AM",""
"","3549","Grand Ave & Bergen St","16","25","40.678045","-73.962408","In Service","1","9","Grand Ave & Bergen St","","","","","","False","2019-11-28 05:25:16 AM",""
"","3551","3 Ave & E 112 St","0","23","40.795508","-73.941606","In Service","1","23","3 Ave & E 112 St","","","","","","False","2019-11-28 05:26:09 AM",""
"","3552","W 113 St & Broadway","8","39","40.805973","-73.964928","In Service","1","30","W 113 St & Broadway","","","","","","False","2019-11-28 05:27:02 AM",""
"","3553","Frederick Douglass Blvd & W 112 St","13","37","40.801694","-73.957145","In Service","1","21","Frederick Douglass Blvd & W 112 St","","","","","","False","2019-11-28 05:25:47 AM",""
"","3554","Vernon Blvd & 41 Rd","3","27","40.7552433","-73.9485678","In Service","1","23","Vernon Blvd & 41 Rd","","","","","","False","2019-11-28 05:26:00 AM",""
"","3555","28 St & 41 Ave","26","27","40.751047","-73.93797","In Service","1","1","28 St & 41 Ave","","","","","","False","2019-11-28 05:26:25 AM",""
"","3556","24 St & 41 Ave","15","19","40.7527085","-73.9397405","In Service","1","4","24 St & 41 Ave","","","","","","False","2019-11-28 05:26:33 AM",""
"","3557","40 Ave & 9 St","3","19","40.75742","-73.945133","In Service","1","16","40 Ave & 9 St","","","","","","False","2019-11-28 05:26:53 AM",""
"","3558","Bergen St & Vanderbilt Ave","22","27","40.6794388","-73.9680438","In Service","1","4","Bergen St & Vanderbilt Ave","","","","","","False","2019-11-28 05:24:38 AM",""
"","3559","21 St & 38 Ave","15","19","40.7576314","-73.9391224","In Service","1","4","21 St & 38 Ave","","","","","","False","2019-11-28 05:24:27 AM",""
"","3561","37 Ave & 35 St","14","26","40.7531106","-73.9279917","In Service","1","12","37 Ave & 35 St","","","","","","False","2019-11-28 05:23:52 AM",""
"","3562","Classon Ave & St Marks Ave","23","27","40.6765198","-73.9596082","In Service","1","4","Classon Ave & St Marks Ave","","","","","","False","2019-11-28 05:23:21 AM",""
"","3563","28 St & 36 Ave","24","29","40.757186","-73.932719","In Service","1","4","28 St & 36 Ave","","","","","","False","2019-11-28 05:25:26 AM",""
"","3564","21 St & 36 Ave","1","19","40.7601853","-73.9362726","In Service","1","18","21 St & 36 Ave","","","","","","False","2019-11-28 05:25:56 AM",""
"","3565","36 Ave & 10 St","12","19","40.7614376","-73.9411265","In Service","1","7","36 Ave & 10 St","","","","","","False","2019-11-28 05:25:00 AM",""
"","3566","Crescent St & 35 Ave","11","25","40.7596276","-73.9321455","In Service","1","14","Crescent St & 35 Ave","","","","","","False","2019-11-28 05:23:19 AM",""
"","3567","11 St & 35 Ave","17","19","40.7627442","-73.9391141","In Service","1","2","11 St & 35 Ave","","","","","","False","2019-11-28 05:23:57 AM",""
"","3568","34 St & 35 Ave","19","21","40.7569332","-73.9262231","In Service","1","2","34 St & 35 Ave","","","","","","False","2019-11-28 05:24:42 AM",""
"","3569","Franklin Ave & St Marks Ave","21","29","40.6758324","-73.9561677","In Service","1","8","Franklin Ave & St Marks Ave","","","","","","False","2019-11-28 05:24:12 AM",""
"","3570","35 Ave & 37 St","8","31","40.7557327","-73.9236611","In Service","1","23","35 Ave & 37 St","","","","","","False","2019-11-28 05:24:44 AM",""
"","3571","Bedford Ave & Bergen St","16","24","40.676368","-73.952918","In Service","1","8","Bedford Ave & Bergen St","","","","","","False","2019-11-28 05:23:56 AM",""
"","3572","34 Ave & 38 St","32","33","40.756913","-73.921631","In Service","1","1","34 Ave & 38 St","","","","","","False","2019-11-28 05:24:04 AM",""
"","3573","35 St & 34 Ave","21","25","40.7580583","-73.9242751","In Service","1","3","35 St & 34 Ave","","","","","","False","2019-11-28 05:27:00 AM",""
"","3574","Prospect Pl & Underhill Ave","21","23","40.6769694","-73.96579","In Service","1","2","Prospect Pl & Underhill Ave","","","","","","False","2019-11-28 05:25:43 AM",""
"","3575","Crescent St & 34 Ave","9","19","40.76108","-73.930562","In Service","1","10","Crescent St & 34 Ave","","","","","","False","2019-11-28 05:23:44 AM",""
"","3576","Park Pl & Vanderbilt Ave","26","27","40.6767","-73.969024","In Service","1","1","Park Pl & Vanderbilt Ave","","","","","","False","2019-11-28 05:26:33 AM",""
"","3577","34 Ave & 21 St","2","23","40.7628138","-73.9342862","In Service","1","21","34 Ave & 21 St","","","","","","False","2019-11-28 05:26:16 AM",""
"","3578","Park Pl & Franklin Ave","15","21","40.6741806","-73.9564947","In Service","1","6","Park Pl & Franklin Ave","","","","","","False","2019-11-28 05:24:30 AM",""
"","3579","Sterling Pl & Bedford Ave","19","25","40.672695","-73.954131","In Service","1","6","Sterling Pl & Bedford Ave","","","","","","False","2019-11-28 05:27:01 AM",""
"","3580","St Johns Pl & Washington Ave","9","30","40.6737236","-73.9631611","In Service","1","21","St Johns Pl & Washington Ave","","","","","","False","2019-11-28 05:25:04 AM",""
"","3581","Underhill Ave & Lincoln Pl","26","27","40.6740123","-73.9671457","In Service","1","1","Underhill Ave & Lincoln Pl","","","","","","False","2019-11-28 05:24:23 AM",""
"","3582","Lincoln Pl & Classon Ave","28","28","40.6721683","-73.9609","In Service","1","0","Lincoln Pl & Classon Ave","","","","","","False","2019-11-28 05:27:07 AM",""
"","3583","Eastern Pkwy & Washington Ave","31","31","40.6716493","-73.9631145","In Service","1","0","Eastern Pkwy & Washington Ave","","","","","","False","2019-11-28 05:23:36 AM",""
"","3584","Eastern Pkwy & Franklin Ave","41","42","40.6707767","-73.9576801","In Service","1","1","Eastern Pkwy & Franklin Ave","","","","","","False","2019-11-28 05:24:28 AM",""
"","3585","Union St & Bedford Ave","22","24","40.6691783","-73.9554162","In Service","1","2","Union St & Bedford Ave","","","","","","False","2019-11-28 05:24:08 AM",""
"","3586","34 Ave & 13 St","11","19","40.7638753","-73.9364848","In Service","1","8","34 Ave & 13 St","","","","","","False","2019-11-28 05:26:04 AM",""
"","3587","Carroll St & Washington Ave","26","27","40.6686744","-73.9618148","In Service","1","1","Carroll St & Washington Ave","","","","","","False","2019-11-28 05:24:40 AM",""
"","3588","Vernon Blvd & 10 St","9","21","40.7671863","-73.9373554","In Service","1","12","Vernon Blvd & 10 St","","","","","","False","2019-11-28 05:26:52 AM",""
"","3589","Broadway & 12 St","4","19","40.7668","-73.9347774","In Service","1","15","Broadway & 12 St","","","","","","False","2019-11-28 05:27:02 AM",""
"","3590","Carroll St & Franklin Ave","10","19","40.6679411","-73.9588","In Service","1","9","Carroll St & Franklin Ave","","","","","","False","2019-11-28 05:25:39 AM",""
"","3591","21 St & 31 Dr","12","21","40.7659","-73.930819","In Service","1","9","21 St & 31 Dr","","","","","","False","2019-11-28 05:26:03 AM",""
"","3592","Crescent St & Broadway","9","19","40.7633589","-73.9286471","In Service","1","10","Crescent St & Broadway","","","","","","False","2019-11-28 05:26:03 AM",""
"","3593","31 St & Broadway","34","35","40.761584","-73.925921","In Service","1","1","31 St & Broadway","","","","","","False","2019-11-28 05:26:13 AM",""
"","3595","35 St & Broadway","17","18","40.760339","-73.9222427","In Service","1","1","35 St & Broadway","","","","","","False","2019-11-28 05:24:27 AM",""
"","3596","Sullivan Pl & Bedford Ave","0","19","40.6642406","-73.9574686","In Service","1","19","Sullivan Pl & Bedford Ave","","","","","","False","2019-11-28 05:26:19 AM",""
"","3597","43 St & Broadway","12","25","40.7577284","-73.9166368","In Service","1","13","43 St & Broadway","","","","","","False","2019-11-28 05:24:48 AM",""
"","3598","Newton Rd & 44 St","17","19","40.7595701","-73.9142678","In Service","1","2","Newton Rd & 44 St","","","","","","False","2019-11-28 05:27:06 AM",""
"","3599","Franklin Ave & Empire Blvd","0","27","40.66314","-73.9605695","In Service","1","27","Franklin Ave & Empire Blvd","","","","","","False","2019-11-28 05:23:11 AM",""
"","3601","Sterling St & Bedford Ave","0","19","40.6627059","-73.9569115","In Service","1","19","Sterling St & Bedford Ave","","","","","","False","2019-11-28 05:26:58 AM",""
"","3602","31 Ave & 34 St","16","23","40.763154","-73.920827","In Service","1","7","31 Ave & 34 St","","","","","","False","2019-11-28 05:24:09 AM",""
"","3603","31 Ave & 30 St","17","21","40.7647","-73.9240312","In Service","1","4","31 Ave & 30 St","","","","","","False","2019-11-28 05:25:41 AM",""
"","3604","Rogers Ave & Sterling St","0","17","40.6630619","-73.9538746","In Service","1","17","Rogers Ave & Sterling St","","","","","","False","2019-11-28 05:25:23 AM",""
"","3605","31 Ave & Crescent St","16","21","40.7658346","-73.9265474","In Service","1","5","31 Ave & Crescent St","","","","","","False","2019-11-28 05:25:47 AM",""
"","3606","49 Ave & 21 St","3","21","40.74252","-73.948852","In Service","1","18","49 Ave & 21 St","","","","","","False","2019-11-28 05:23:39 AM",""
"","3607","31 Ave & 14 St","1","19","40.7682","-73.9322662","In Service","1","18","31 Ave & 14 St","","","","","","False","2019-11-28 05:25:39 AM",""
"","3608","5 St & 51 Ave","8","21","40.7423737","-73.9566","In Service","1","13","5 St & 51 Ave","","","","","","False","2019-11-28 05:26:12 AM",""
"","3609","Vernon Blvd & 31 Ave","2","23","40.7692475","-73.9354504","In Service","1","21","Vernon Blvd & 31 Ave","","","","","","False","2019-11-28 05:23:31 AM",""
"","3610","Vernon Blvd & 30 Rd","8","27","40.770845","-73.934171","In Service","1","19","Vernon Blvd & 30 Rd","","","","","","False","2019-11-28 05:25:08 AM",""
"","3611","Vernon Blvd & 47 Rd","8","31","40.7449067","-73.9534573","In Service","1","22","Vernon Blvd & 47 Rd","","","","","","False","2019-11-28 05:23:17 AM",""
"","3612","30 Ave & 21 St","3","15","40.7703743","-73.9286078","In Service","1","12","30 Ave & 21 St","","","","","","False","2019-11-28 05:24:36 AM",""
"","3613","Center Blvd & 48 Ave","13","27","40.745038","-73.957539","In Service","1","14","Center Blvd & 48 Ave","","","","","","False","2019-11-28 05:24:47 AM",""
"","3614","Crescent St & 30 Ave","19","23","40.768692","-73.9249574","In Service","1","4","Crescent St & 30 Ave","","","","","","False","2019-11-28 05:26:49 AM",""
"","3615","44 Dr & 21 St","10","21","40.748","-73.9460927","In Service","1","11","44 Dr & 21 St","","","","","","False","2019-11-28 05:24:09 AM",""
"","3616","Steinway St & 28 Ave","23","25","40.7656251","-73.9136695","In Service","1","2","Steinway St & 28 Ave","","","","","","False","2019-11-28 05:27:08 AM",""
"","3617","28 Ave & 35 St","23","27","40.7671","-73.9169858","In Service","1","4","28 Ave & 35 St","","","","","","False","2019-11-28 05:26:56 AM",""
"","3618","27 St & Hunter St","7","25","40.7485","-73.941275","In Service","1","18","27 St & Hunter St","","","","","","False","2019-11-28 05:23:24 AM",""
"","3619","Newtown Ave & 23 St","5","19","40.7713615","-73.9246145","In Service","1","14","Newtown Ave & 23 St","","","","","","False","2019-11-28 05:23:13 AM",""
"","3620","11 St & 43 Ave","2","23","40.7519071","-73.9479119","In Service","1","21","11 St & 43 Ave","","","","","","False","2019-11-28 05:24:03 AM",""
"","3621","27 Ave & 9 St","17","19","40.7739825","-73.9309134","In Service","1","2","27 Ave & 9 St","","","","","","False","2019-11-28 05:23:50 AM",""
"","3622","E 128 St & Madison Ave","3","15","40.80756","-73.939182","In Service","1","12","E 128 St & Madison Ave","","","","","","False","2019-11-28 05:27:00 AM",""
"","3623","W 120 St & Claremont Ave","21","39","40.8109494","-73.9634","In Service","1","18","W 120 St & Claremont Ave","","","","","","False","2019-11-28 05:24:10 AM",""
"","3628","Lenox Ave & W 117 St","3","31","40.8025566","-73.9490782","In Service","1","28","Lenox Ave & W 117 St","","","","","","False","2019-11-28 05:25:17 AM",""
"","3629","Adam Clayton Powell Blvd & W 126 St","5","33","40.809495347779475","-73.94776493310928","In Service","1","28","Adam Clayton Powell Blvd & W 126 St","","","","","","False","2019-11-28 05:24:32 AM",""
"","3630","Frederick Douglass Blvd & W 115 St","3","33","40.8038654","-73.9559308","In Service","1","30","Frederick Douglass Blvd & W 115 St","","","","","","False","2019-11-28 05:27:05 AM",""
"","3637","Fulton St & Waverly Ave","30","31","40.683238654603414","-73.96599590778351","In Service","1","1","Fulton St & Waverly Ave","","","","","","False","2019-11-28 05:23:16 AM",""
"","3638","Washington St","15","18","40.7242941","-74.0354826","In Service","1","3","Washington St","","","","","","False","2019-11-28 05:26:38 AM",""
"","3639","Harborside","26","30","40.7192517","-74.034234","In Service","1","4","Harborside","","","","","","False","2019-11-28 05:26:20 AM",""
"","3640","Journal Square","13","18","40.73367","-74.0625","In Service","1","4","Journal Square","","","","","","False","2019-11-28 05:26:32 AM",""
"","3641","Broadway & W 25 St","36","54","40.74286877312112","-73.98918628692627","In Service","1","18","Broadway & W 25 St","","","","","","False","2019-11-28 05:26:57 AM",""
"","3646","35 Ave & 10 St","12","26","40.76315481910373","-73.93985509872437","In Service","1","4","35 Ave & 10 St","","","","","","False","2019-11-28 05:23:24 AM",""
"","3647","48 Ave & 30 Pl","7","23","40.74128309355993","-73.93725872039794","In Service","1","16","48 Ave & 30 Pl","","","","","","False","2019-11-28 05:23:40 AM",""
"","3648","Flushing Ave & Vanderbilt Ave","10","25","40.697950315695444","-73.97077560424805","In Service","1","15","Flushing Ave & Vanderbilt Ave","","","","","","False","2019-11-28 05:24:28 AM",""
"","3649","W 129 St & Convent Ave","17","30","40.814394437915816","-73.95324736833572","In Service","1","13","W 129 St & Convent Ave","","","","","","False","2019-11-28 05:26:03 AM",""
"","3654","31 St & Northern Blvd","30","35","40.75186951421875","-73.93349289894103","In Service","1","5","31 St & Northern Blvd","","","","","","False","2019-11-28 05:24:08 AM",""
"","3656","E 2 St & Avenue A","14","46","40.72307749068673","-73.98583620786667","In Service","1","32","E 2 St & Avenue A","","","","","","False","2019-11-28 05:25:31 AM",""
"","3658","W 18 St & 9 Ave","9","27","40.7435337324616","-74.00367558002472","In Service","1","18","W 18 St & 9 Ave","","","","","","False","2019-11-28 05:23:18 AM",""
"","3661","Montgomery St & Franklin Ave","0","19","40.666439306870814","-73.9605563879013","In Service","1","19","Montgomery St & Franklin Ave","","","","","","False","2019-11-28 05:24:09 AM",""
"","3662","31 Ave & Steinway St","21","21","40.761293897289086","-73.916916847229","In Service","1","0","31 Ave & Steinway St","","","","","","False","2019-11-28 05:24:10 AM",""
"","3664","North Moore St & Greenwich St","22","30","40.72019521437465","-74.0103006362915","In Service","1","8","North Moore St & Greenwich St","","","","","","False","2019-11-28 05:25:41 AM",""
"","3668","Leonard St & Nassau Ave","10","26","40.7239567849954","-73.94984364509583","In Service","1","16","Leonard St & Nassau Ave","","","","","","False","2019-11-28 05:26:56 AM",""
"","3671","E 81 St & 2 Ave","18","37","40.774779448957275","-73.95427465438843","In Service","1","19","E 81 St & 2 Ave","","","","","","False","2019-11-28 05:25:46 AM",""
"","3673","Dean St & Franklin Ave","15","21","40.67759206937376","-73.955637216568","In Service","1","6","Dean St & Franklin Ave","","","","","","False","2019-11-28 05:23:36 AM",""
"","3674","Jay St & York St","20","27","40.701403172577244","-73.98672670125961","In Service","1","7","Jay St & York St","","","","","","False","2019-11-28 05:26:17 AM",""
"","3676","Van Brunt St & Van Dyke St","2","24","40.6758329439129","-74.01472628116608","In Service","1","22","Van Brunt St & Van Dyke St","","","","","","False","2019-11-28 05:27:09 AM",""
"","3677","Glenwood Ave","14","18","40.72755146730012","-74.07106071710587","In Service","1","3","Glenwood Ave","","","","","","False","2019-11-28 05:24:01 AM",""
"","3678","Fairmount Ave","12","18","40.72572613742557","-74.07195925712585","In Service","1","6","Fairmount Ave","","","","","","False","2019-11-28 05:27:03 AM",""
"","3679","Bergen Ave","12","14","40.722103786686034","-74.07145500183105","In Service","1","2","Bergen Ave","","","","","","False","2019-11-28 05:26:01 AM",""
"","3680","E 43 St & 5 Ave","51","55","40.754120810779256","-73.98025184869766","In Service","1","3","E 43 St & 5 Ave","","","","","","False","2019-11-28 05:24:52 AM",""
"","3681","Grand St","5","18","40.71517767732029","-74.03768330812454","In Service","1","12","Grand St","","","","","","False","2019-11-28 05:26:00 AM",""
"","3686","Gansevoort St & Hudson St","33","39","40.739448201304036","-74.00507032871246","In Service","1","5","Gansevoort St & Hudson St","","","","","","False","2019-11-28 05:26:41 AM",""
"","3687","E 33 St & 1 Ave","53","59","40.74322681432173","-73.97449783980846","In Service","1","6","E 33 St & 1 Ave","","","","","","False","2019-11-28 05:24:52 AM",""
"","3689","W 104 St & Amsterdam Ave","19","47","40.799041392882984","-73.96649479866028","In Service","1","28","W 104 St & Amsterdam Ave","","","","","","False","2019-11-28 05:24:11 AM",""
"","3690","Park Pl & Church St","23","36","40.71334184275907","-74.00935515761375","In Service","1","13","Park Pl & Church St","","","","","","False","2019-11-28 05:25:44 AM",""
"","3691","28 Ave & 44 St","13","19","40.76408932350688","-73.91065120697021","In Service","1","6","28 Ave & 44 St","","","","","","False","2019-11-28 05:24:53 AM",""
"","3692","5 St & Market St","12","15","40.699997484388504","-73.97440128028393","In Service","1","3","5 St & Market St","","","","","","False","2019-11-28 05:25:27 AM",""
"","3693","N 11 St & Kent Ave","11","27","40.72248188638219","-73.95921930670738","In Service","1","16","N 11 St & Kent Ave","","","","","","False","2019-11-28 05:26:50 AM",""
"","3694","Jackson Square","18","18","40.71113","-74.0789","In Service","1","0","Jackson Square","","","","","","False","2019-11-28 05:27:09 AM",""
"","3697","W 64 St & Thelonious Monk Circle","0","43","40.77515953434235","-73.98918695747852","In Service","1","41","W 64 St & Thelonious Monk Circle","","","","","","False","2019-11-28 05:25:34 AM",""
"","3699","W 50 St & 9 Ave","20","30","40.763604677958625","-73.98917958140373","In Service","1","10","W 50 St & 9 Ave","","","","","","False","2019-11-28 05:24:34 AM",""
"","3704","47 Ave & Skillman Ave","3","19","40.7437524099784","-73.94176483154297","In Service","1","16","47 Ave & Skillman Ave","","","","","","False","2019-11-28 05:26:50 AM",""
"","3707","Lexington Ave & E 26 St","40","55","40.741459","-73.983293","In Service","1","15","Lexington Ave & E 26 St","","","","","","False","2019-11-28 05:25:50 AM",""
"","3708","W 13 St & 5 Ave","14","29","40.735445","-73.99431","In Service","1","14","W 13 St & 5 Ave","","","","","","False","2019-11-28 05:24:00 AM",""
"","3709","W 15 St & 6 Ave","22","51","40.738046142482766","-73.99642959237099","In Service","1","28","W 15 St & 6 Ave","","","","","","False","2019-11-28 05:24:59 AM",""
"","3711","E 13 St & Avenue A","20","47","40.72966729392978","-73.98067966103554","In Service","1","27","E 13 St & Avenue A","","","","","","False","2019-11-28 05:24:18 AM",""
"","3712","W 35 St & Dyer Ave","11","41","40.754691750226016","-73.99740189313889","In Service","1","30","W 35 St & Dyer Ave","","","","","","False","2019-11-28 05:23:26 AM",""
"","3714","Division Av & Hooper St","61","61","40.70684203101325","-73.9544353965357","In Service","1","0","Division Av & Hooper St","","","","","","False","2019-11-28 05:23:32 AM",""
"","3715","Driggs Ave & N 9 St","10","31","40.71816969454208","-73.95520135760307","In Service","1","20","Driggs Ave & N 9 St","","","","","","False","2019-11-28 05:26:59 AM",""
"","3716","40 Ave & Crescent St","9","23","40.753599202005596","-73.93795609474182","In Service","1","14","40 Ave & Crescent St","","","","","","False","2019-11-28 05:25:23 AM",""
"","3718","E 11 St & Avenue B","17","46","40.72746420692392","-73.97950418293476","In Service","1","29","E 11 St & Avenue B","","","","","","False","2019-11-28 05:26:49 AM",""
"","3720","Wyckoff St & Bond St","9","23","40.68461653897949","-73.98721285164356","In Service","1","14","Wyckoff St & Bond St","","","","","","False","2019-11-28 05:25:15 AM",""
"","3721","31 St & Newtown Ave","27","35","40.7675487799971","-73.9209334552288","In Service","1","8","31 St & Newtown Ave","","","","","","False","2019-11-28 05:26:01 AM",""
"","3723","Cadman Plaza E & Johnson St","24","30","40.695317277669034","-73.99015724658966","In Service","1","5","Cadman Plaza E & Johnson St","","","","","","False","2019-11-28 05:26:06 AM",""
"","3724","7 Ave & Central Park South","29","39","40.7667405590595","-73.9790689945221","In Service","1","10","7 Ave & Central Park South","","","","","","False","2019-11-28 05:26:00 AM",""
"","3725","2 Ave & E 72 St","23","41","40.7687620293096","-73.95840793848038","In Service","1","16","2 Ave & E 72 St","","","","","","False","2019-11-28 05:25:50 AM",""
"","3726","Center Blvd & 51 Ave","1","20","40.743366080270214","-73.95960688591003","In Service","1","19","Center Blvd & 51 Ave","","","","","","False","2019-11-28 05:26:54 AM",""
"","3727","Frost St & Meeker Ave","29","38","40.71766197083994","-73.94880026578903","In Service","1","9","Frost St & Meeker Ave","","","","","","False","2019-11-28 05:23:55 AM",""
"","3728","Pierrepont St & Monroe Pl","24","24","40.69535693320225","-73.99344027042389","In Service","1","0","Pierrepont St & Monroe Pl","","","","","","False","2019-11-28 05:23:39 AM",""
"","3733","Avenue C & E 18 St","37","46","40.730563","-73.973984","In Service","1","9","Avenue C & E 18 St","","","","","","False","2019-11-28 05:27:05 AM",""
"","3734","E 58 St &  1 Ave (NW Corner)","18","50","40.759125","-73.962658","In Service","1","32","E 58 St &  1 Ave (NW Corner)","","","","","","False","2019-11-28 05:26:04 AM",""
"","3737","Stanton St & Norfolk St","8","35","40.720747","-73.986274","In Service","1","27","Stanton St & Norfolk St","","","","","","False","2019-11-28 05:24:39 AM",""
"","3745","36 Ave & 31 St","18","27","40.75651272984955","-73.92957486212252","In Service","1","9","36 Ave & 31 St","","","","","","False","2019-11-28 05:24:29 AM",""
"","3746","6 Ave & Broome St","39","48","40.724308321602166","-74.00473035871983","In Service","1","7","6 Ave & Broome St","","","","","","False","2019-11-28 05:25:25 AM",""
"","3749","Lexington Ave & E 36 St","15","23","40.747573958954796","-73.9788007736206","In Service","1","8","Lexington Ave & E 36 St","","","","","","False","2019-11-28 05:25:55 AM",""
"","3755","DeKalb Ave & Franklin Ave","15","19","40.69064807082943","-73.95746178925037","In Service","1","4","DeKalb Ave & Franklin Ave","","","","","","False","2019-11-28 05:24:31 AM",""
"","3756","White St & Moore St","20","21","40.704508","-73.9351","In Service","1","1","White St & Moore St","","","","","","False","2019-11-28 05:26:19 AM",""
"","3757","Stagg St & Morgan Ave","17","23","40.710681","-73.93372","In Service","1","6","Stagg St & Morgan Ave","","","","","","False","2019-11-28 05:24:14 AM",""
"","3758","George St & Wilson Ave","16","19","40.702997","-73.92997","In Service","1","3","George St & Wilson Ave","","","","","","False","2019-11-28 05:24:49 AM",""
"","3759","Irving Ave & Jefferson St","15","19","40.70538","-73.92535","In Service","1","4","Irving Ave & Jefferson St","","","","","","False","2019-11-28 05:25:47 AM",""
"","3760","Willoughby Ave & Wyckoff Ave","23","23","40.705614","-73.92153","In Service","1","0","Willoughby Ave & Wyckoff Ave","","","","","","False","2019-11-28 05:24:21 AM",""
"","3761","Cedar St & Myrtle Ave","26","27","40.697842","-73.926241","In Service","1","1","Cedar St & Myrtle Ave","","","","","","False","2019-11-28 05:24:16 AM",""
"","3762","3 Ave & Carroll St","4","27","40.677027","-73.9865","In Service","1","23","3 Ave & Carroll St","","","","","","False","2019-11-28 05:27:10 AM",""
"","3763","Wyckoff Av & Jefferson St","25","27","40.707165","-73.923711","In Service","1","2","Wyckoff Av & Jefferson St","","","","","","False","2019-11-28 05:27:02 AM",""
"","3764","Bushwick Ave & McKibbin St","20","21","40.705517","-73.93936","In Service","1","1","Bushwick Ave & McKibbin St","","","","","","False","2019-11-28 05:26:20 AM",""
"","3765","Bushwick Ave & Stagg St","20","21","40.709897","-73.94008","In Service","1","1","Bushwick Ave & Stagg St","","","","","","False","2019-11-28 05:23:48 AM",""
"","3766","Sharon St & Olive St","20","24","40.715353","-73.93856","In Service","1","4","Sharon St & Olive St","","","","","","False","2019-11-28 05:24:53 AM",""
"","3767","Powers St & Olive St","16","19","40.71323","-73.93894","In Service","1","3","Powers St & Olive St","","","","","","False","2019-11-28 05:26:03 AM",""
"","3768","Waterbury St & Stagg St","18","23","40.71019","-73.93734","In Service","1","5","Waterbury St & Stagg St","","","","","","False","2019-11-28 05:24:10 AM",""
"","3769","White St & Johnson Ave","23","23","40.707174","-73.93581","In Service","1","0","White St & Johnson Ave","","","","","","False","2019-11-28 05:26:04 AM",""
"","3770","Central Ave & Flushing Ave","21","21","40.702831","-73.9333","In Service","1","0","Central Ave & Flushing Ave","","","","","","False","2019-11-28 05:25:14 AM",""
"","3771","McKibbin St & Bogart St","28","30","40.706237","-73.933871","In Service","1","2","McKibbin St & Bogart St","","","","","","False","2019-11-28 05:24:36 AM",""
"","3772","Devoe St & Morgan Ave","19","19","40.713811","-73.93515","In Service","1","0","Devoe St & Morgan Ave","","","","","","False","2019-11-28 05:25:08 AM",""
"","3773","Knickerbocker Ave & Thames St","15","20","40.70539","-73.92976","In Service","1","5","Knickerbocker Ave & Thames St","","","","","","False","2019-11-28 05:25:16 AM",""
"","3774","Knickerbocker Ave & George St","20","23","40.704425","-73.92836","In Service","1","3","Knickerbocker Ave & George St","","","","","","False","2019-11-28 05:26:51 AM",""
"","3775","Suydam St & Knickerbocker Ave","25","27","40.702013","-73.923769","In Service","1","2","Suydam St & Knickerbocker Ave","","","","","","False","2019-11-28 05:25:50 AM",""
"","3776","Central Ave & Starr Street","22","23","40.700003","-73.92834","In Service","1","1","Central Ave & Starr Street","","","","","","False","2019-11-28 05:25:05 AM",""
"","3777","Stockholm St & Wilson Ave","22","23","40.699304","-73.923044","In Service","1","1","Stockholm St & Wilson Ave","","","","","","False","2019-11-28 05:25:12 AM",""
"","3778","Irving Ave & DeKalb Ave","25","27","40.7027","-73.92095","In Service","1","2","Irving Ave & DeKalb Ave","","","","","","False","2019-11-28 05:26:48 AM",""
"","3779","Hart St & Wyckoff Ave","23","24","40.704876","-73.919911","In Service","1","1","Hart St & Wyckoff Ave","","","","","","False","2019-11-28 05:27:08 AM",""
"","3780","Wyckoff Av & Stanhope St","22","22","40.703545","-73.917775","In Service","1","0","Wyckoff Av & Stanhope St","","","","","","False","2019-11-28 05:25:11 AM",""
"","3781","Greene Av & Myrtle Av","24","30","40.698568","-73.918877","In Service","1","6","Greene Av & Myrtle Av","","","","","","False","2019-11-28 05:23:57 AM",""
"","3782","Brooklyn Bridge Park - Pier 2","26","31","40.698458","-73.997178","In Service","1","4","Brooklyn Bridge Park - Pier 2","","","","","","False","2019-11-28 05:26:06 AM",""
"","3783","Cliff St & Fulton St","14","37","40.70838","-74.00495","In Service","1","23","Cliff St & Fulton St","","","","","","False","2019-11-28 05:23:53 AM",""
"","3787","Dock 72 Way & Market St","11","22","40.69985","-73.97141","In Service","1","10","Dock 72 Way & Market St","","","","","","False","2019-11-28 05:24:02 AM",""
