"executionTime","stationBeanList__id","stationBeanList__stationName","stationBeanList__availableDocks","stationBeanList__totalDocks","stationBeanList__latitude","stationBeanList__longitude","stationBeanList__statusValue","stationBeanList__statusKey","stationBeanList__availableBikes","stationBeanList__stAddress1","stationBeanList__stAddress2","stationBeanList__city","stationBeanList__postalCode","stationBeanList__location","stationBeanList__altitude","stationBeanList__testStation","stationBeanList__lastCommunicationTime","stationBeanList__landMark"
"","3321","Clinton St & Union St","22","25","40.6831164","-73.99785267","In Service","1","3","Clinton St & Union St","","","","","","False","2019-11-28 05:23:44 AM",""
"","3322","12 St & 4 Ave","0","0","40.668603","-73.9904394","Not In Service","3","0","12 St & 4 Ave","","","","","","False","2019-09-17 02:23:03 PM",""
"","3323","W 106 St & Central Park West","13","59","40.7981856","-73.9605909006","In Service","1","44","W 106 St & Central Park West","","","","","","False","2019-11-28 05:26:07 AM",""
"","3324","3 Ave & 14 St","4","25","40.6685455","-73.99333264","In Service","1","21","3 Ave & 14 St","","","","","","False","2019-11-28 05:26:49 AM",""
"","3325","E 95 St & 3 Ave","4","31","40.7849032","-73.950503","In Service","1","24","E 95 St & 3 Ave","","","","","","False","2019-11-28 05:27:04 AM",""
"","3326","Clinton St & Centre St","12","21","40.67434","-74.00194698","In Service","1","9","Clinton St & Centre St","","","","","","False","2019-11-28 05:23:46 AM",""
"","3327","3 Ave & E 100 St","1","27","40.7877214","-73.94728331","In Service","1","26","3 Ave & E 100 St","","","","","","False","2019-11-28 05:24:58 AM",""
"","3328","W 100 St & Manhattan Ave","5","39","40.795","-73.9645","In Service","1","33","W 100 St & Manhattan Ave","","","","","","False","2019-11-28 05:23:46 AM",""
"","3329","Degraw St & Smith St","24","27","40.6829151","-73.99318208","In Service","1","3","Degraw St & Smith St","","","","","","False","2019-11-28 05:24:07 AM",""
"","3330","Henry St & Bay St","3","19","40.6725058","-74.00494695","In Service","1","16","Henry St & Bay St","","","","","","False","2019-11-28 05:25:16 AM",""
"","3331","Riverside Dr & W 104 St","12","39","40.8013434","-73.9711457439","In Service","1","27","Riverside Dr & W 104 St","","","","","","False","2019-11-28 05:23:45 AM",""
"","3332","Degraw St & Hoyt St","2","19","40.681990442707026","-73.99079024791718","In Service","1","17","Degraw St & Hoyt St","","","","","","False","2019-11-28 05:24:32 AM",""
"","3333","Columbia St & Lorraine St","18","21","40.6747055","-74.0075572","In Service","1","3","Columbia St & Lorraine St","","","","","","False","2019-11-28 05:24:35 AM",""
"","3335","Union St & 4 Ave","4","28","40.6772744","-73.98282002","In Service","1","24","Union St & 4 Ave","","","","","","False","2019-11-28 04:01:36 AM",""
"","3336","E 97 St & Madison Ave","23","41","40.787801","-73.953559","In Service","1","18","E 97 St & Madison Ave","","","","","","False","2019-11-28 05:24:35 AM",""
"","3337","Dwight St & Van Dyke St","4","23","40.67363551341504","-74.01195555925369","In Service","1","19","Dwight St & Van Dyke St","","","","","","False","2019-11-28 05:26:21 AM",""
"","3338","2 Ave & E 99 St","2","31","40.7862586","-73.94552579","In Service","1","29","2 Ave & E 99 St","","","","","","False","2019-11-28 05:24:35 AM",""
"","3339","Berkeley Pl & 6 Ave","18","23","40.6765304","-73.97846879","In Service","1","4","Berkeley Pl & 6 Ave","","","","","","False","2019-11-28 05:23:45 AM",""
"","3340","Wolcott St & Dwight St","1","21","40.6753274","-74.0100698","In Service","1","20","Wolcott St & Dwight St","","","","","","False","2019-11-28 05:23:33 AM",""
"","3341","Central Park West & W 102 St","32","59","40.795346","-73.96186","In Service","1","27","Central Park West & W 102 St","","","","","","False","2019-11-28 05:24:18 AM",""
"","3342","Pioneer St & Richards St","0","23","40.6777748","-74.0094613","In Service","1","23","Pioneer St & Richards St","","","","","","False","2019-11-28 05:26:42 AM",""
"","3343","W 107 St & Columbus Ave","16","23","40.7997568","-73.9621128676","In Service","1","7","W 107 St & Columbus Ave","","","","","","False","2019-11-28 05:25:37 AM",""
"","3344","Pioneer St & Van Brunt St","1","19","40.679043","-74.011169","In Service","1","18","Pioneer St & Van Brunt St","","","","","","False","2019-11-28 05:25:52 AM",""
"","3345","Madison Ave & E 99 St","35","35","40.78948541553215","-73.95242929458618","In Service","1","0","Madison Ave & E 99 St","","","","","","False","2019-11-28 05:25:11 AM",""
"","3346","Berkeley Pl & 7 Ave","24","29","40.675146838709786","-73.97523209452629","In Service","1","4","Berkeley Pl & 7 Ave","","","","","","False","2019-11-28 05:24:15 AM",""
"","3347","Van Brunt St & Wolcott St","6","21","40.6773429","-74.01275056","In Service","1","15","Van Brunt St & Wolcott St","","","","","","False","2019-11-28 05:23:22 AM",""
"","3348","Coffey St & Conover St","0","19","40.677236","-74.015665","In Service","1","19","Coffey St & Conover St","","","","","","False","2019-11-28 05:24:11 AM",""
"","3349","Grand Army Plaza & Plaza St West","8","30","40.6729679","-73.97087984","In Service","1","22","Grand Army Plaza & Plaza St West","","","","","","False","2019-11-28 05:23:44 AM",""
"","3350","W 100 St & Broadway","7","39","40.7973721","-73.97041192","In Service","1","32","W 100 St & Broadway","","","","","","False","2019-11-28 05:23:27 AM",""
"","3351","E 102 St & 1 Ave","1","25","40.7869946","-73.94164802","In Service","1","24","E 102 St & 1 Ave","","","","","","False","2019-11-28 05:25:25 AM",""
"","3352","Sigourney St & Columbia St","11","21","40.67267243410948","-74.0087952464819","In Service","1","10","Sigourney St & Columbia St","","","","","","False","2019-11-28 05:23:49 AM",""
"","3354","3 St & Prospect Park West","17","31","40.668132","-73.97363831","In Service","1","14","3 St & Prospect Park West","","","","","","False","2019-11-28 05:26:50 AM",""
"","3355","E 66 St & Madison Ave","15","25","40.76800889305947","-73.96845281124115","In Service","1","10","E 66 St & Madison Ave","","","","","","False","2019-11-28 05:26:54 AM",""
"","3356","Amsterdam Ave & W 66 St","4","21","40.7746671","-73.98470567","In Service","1","17","Amsterdam Ave & W 66 St","","","","","","False","2019-11-28 05:26:38 AM",""
"","3357","W 106 St & Amsterdam Ave","21","35","40.8008363","-73.9664492472","In Service","1","14","W 106 St & Amsterdam Ave","","","","","","False","2019-11-28 05:23:36 AM",""
"","3358","Garfield Pl & 8 Ave","25","25","40.6711978","-73.97484126","In Service","1","0","Garfield Pl & 8 Ave","","","","","","False","2019-11-28 05:26:22 AM",""
"","3359","E 68 St & Madison Ave","17","41","40.7691572","-73.96703464","In Service","1","23","E 68 St & Madison Ave","","","","","","False","2019-11-28 05:24:02 AM",""
"","3360","Amsterdam Ave & W 79 St","10","25","40.7829391","-73.9786517","In Service","1","15","Amsterdam Ave & W 79 St","","","","","","False","2019-11-28 05:24:40 AM",""
"","3361","Carroll St & 6 Ave","22","23","40.6740886","-73.9787282","In Service","1","1","Carroll St & 6 Ave","","","","","","False","2019-11-28 05:25:15 AM",""
"","3362","Madison Ave & E 82 St","4","34","40.7781314","-73.96069399","In Service","1","30","Madison Ave & E 82 St","","","","","","False","2019-11-28 05:26:43 AM",""
"","3363","E 102 St & Park Ave","10","33","40.7904828","-73.95033068","In Service","1","23","E 102 St & Park Ave","","","","","","False","2019-11-28 05:25:24 AM",""
"","3364","Carroll St & 5 Ave","16","27","40.6751622","-73.9814832","In Service","1","11","Carroll St & 5 Ave","","","","","","False","2019-11-28 05:25:41 AM",""
"","3365","3 St & 7 Ave","26","27","40.6703837","-73.97839676","In Service","1","0","3 St & 7 Ave","","","","","","False","2019-11-28 05:24:51 AM",""
"","3366","West End Ave & W 107 St","20","31","40.8021174","-73.9681805305","In Service","1","11","West End Ave & W 107 St","","","","","","False","2019-11-28 05:25:53 AM",""
"","3367","5 Ave & E 103 St","19","39","40.7922553","-73.95249933","In Service","1","19","5 Ave & E 103 St","","","","","","False","2019-11-28 05:24:38 AM",""
"","3368","5 Ave & 3 St","26","30","40.6728155","-73.98352355","In Service","1","3","5 Ave & 3 St","","","","","","False","2019-11-28 05:23:28 AM",""
"","3369","E 82 St & East End Ave","19","29","40.7724607","-73.9468208","In Service","1","10","E 82 St & East End Ave","","","","","","False","2019-11-28 05:26:57 AM",""
"","3370","E 78 St & 2 Ave","5","25","40.7727966","-73.95577801","In Service","1","20","E 78 St & 2 Ave","","","","","","False","2019-11-28 05:26:57 AM",""
"","3372","E 74 St & 1 Ave","4","39","40.7689738","-73.95482273","In Service","1","35","E 74 St & 1 Ave","","","","","","False","2019-11-28 05:23:40 AM",""
"","3373","3 St & 3 Ave","6","27","40.6750705","-73.98775226","In Service","1","21","3 St & 3 Ave","","","","","","False","2019-11-28 05:26:39 AM",""
"","3374","Central Park North & Adam Clayton Powell Blvd","3","36","40.799484","-73.955613","In Service","1","33","Central Park North & Adam Clayton Powell Blvd","","","","","","False","2019-11-28 05:23:27 AM",""
"","3375","3 Ave & E 72 St","15","35","40.7699426","-73.96060712","In Service","1","20","3 Ave & E 72 St","","","","","","False","2019-11-28 05:25:57 AM",""
"","3376","E 65 St & 2 Ave","2","39","40.76471851944339","-73.96222069859505","In Service","1","37","E 65 St & 2 Ave","","","","","","False","2019-11-28 05:25:05 AM",""
"","3377","Carroll St & Bond St","11","25","40.6786115","-73.99037292","In Service","1","14","Carroll St & Bond St","","","","","","False","2019-11-28 05:23:30 AM",""
"","3378","E 76 St & Park Ave","23","28","40.773763","-73.96222088","In Service","1","5","E 76 St & Park Ave","","","","","","False","2019-11-28 05:23:31 AM",""
"","3379","E 103 St & Lexington Ave","0","35","40.7903051","-73.94755757","In Service","1","35","E 103 St & Lexington Ave","","","","","","False","2019-11-28 05:26:05 AM",""
"","3381","3 St & Hoyt St","17","21","40.6777287","-73.99364123","In Service","1","4","3 St & Hoyt St","","","","","","False","2019-11-28 05:25:44 AM",""
"","3382","Carroll St & Smith St","26","31","40.680611","-73.99475825","In Service","1","5","Carroll St & Smith St","","","","","","False","2019-11-28 05:24:17 AM",""
"","3383","Cathedral Pkwy & Broadway","4","25","40.804213","-73.96699104","In Service","1","19","Cathedral Pkwy & Broadway","","","","","","False","2019-11-28 05:24:09 AM",""
"","3384","Smith St & 3 St","25","25","40.6787242","-73.99599099","In Service","1","0","Smith St & 3 St","","","","","","False","2019-11-28 05:23:26 AM",""
"","3386","1 Pl & Clinton St","24","27","40.6809591","-73.99905709","In Service","1","3","1 Pl & Clinton St","","","","","","False","2019-11-28 05:23:34 AM",""
"","3387","E 106 St & Madison Ave","6","25","40.7934337","-73.94945003","In Service","1","19","E 106 St & Madison Ave","","","","","","False","2019-11-28 05:26:27 AM",""
"","3388","President St & Henry St","18","25","40.6828003","-73.99990419","In Service","1","6","President St & Henry St","","","","","","False","2019-11-28 05:24:09 AM",""
"","3389","Carroll St & Columbia St","0","28","40.6830456","-74.00348559","In Service","1","26","Carroll St & Columbia St","","","","","","False","2019-11-28 05:23:46 AM",""
"","3390","E 109 St & 3 Ave","1","24","40.79329668","-73.9432083","In Service","1","23","E 109 St & 3 Ave","","","","","","False","2019-11-28 05:27:01 AM",""
"","3391","E 106 St & 1 Ave","0","25","40.7892529","-73.93956237","In Service","1","25","E 106 St & 1 Ave","","","","","","False","2019-11-28 05:23:38 AM",""
"","3392","Commerce St & Van Brunt St","1","19","40.6812117","-74.00860912","In Service","1","18","Commerce St & Van Brunt St","","","","","","False","2019-11-28 05:26:35 AM",""
"","3393","Richards St & Delavan St","3","19","40.6794327","-74.00785041","In Service","1","16","Richards St & Delavan St","","","","","","False","2019-11-28 05:26:37 AM",""
"","3394","Columbia St & W 9 St","5","21","40.6769993","-74.00647134","In Service","1","16","Columbia St & W 9 St","","","","","","False","2019-11-28 04:58:44 AM",""
"","3395","Henry St & W 9 St","4","19","40.6763744","-74.00324957","In Service","1","15","Henry St & W 9 St","","","","","","False","2019-11-28 05:27:10 AM",""
"","3396","Clinton St & 4 Place","20","25","40.6783563","-74.00014502","In Service","1","5","Clinton St & 4 Place","","","","","","False","2019-11-28 05:26:56 AM",""
"","3397","Court St & Nelson St","8","25","40.6763947","-73.99869893","In Service","1","17","Court St & Nelson St","","","","","","False","2019-11-28 05:23:32 AM",""
"","3398","Smith St & 9 St","21","23","40.6746957","-73.99785768","In Service","1","1","Smith St & 9 St","","","","","","False","2019-11-28 05:24:32 AM",""
"","3399","7 St & 3 Ave","5","24","40.67260298150126","-73.98983001708984","In Service","1","19","7 St & 3 Ave","","","","","","False","2019-11-28 05:26:36 AM",""
"","3400","E 110 St & Madison Ave","8","24","40.7961535","-73.94782145","In Service","1","16","E 110 St & Madison Ave","","","","","","False","2019-11-28 05:23:22 AM",""
"","3402","Court St & State St","23","23","40.6902375","-73.99203074","In Service","1","0","Court St & State St","","","","","","False","2019-11-28 05:25:51 AM",""
"","3403","4 Ave & 9 St","18","31","40.6705135","-73.98876585","In Service","1","13","4 Ave & 9 St","","","","","","False","2019-11-28 05:26:12 AM",""
"","3404","7 St & 5 Ave","25","27","40.6704922","-73.98541675","In Service","1","2","7 St & 5 Ave","","","","","","False","2019-11-28 05:25:47 AM",""
"","3405","5 St & 6 Ave","22","23","40.6704836","-73.98208968","In Service","1","1","5 St & 6 Ave","","","","","","False","2019-11-28 05:24:48 AM",""
"","3407","Union St & Nevins St","12","23","40.67909799721684","-73.98765474557877","In Service","1","11","Union St & Nevins St","","","","","","False","2019-11-28 05:26:26 AM",""
"","3408","Congress St & Clinton St","19","27","40.6881529","-73.99520919","In Service","1","8","Congress St & Clinton St","","","","","","False","2019-11-28 05:26:30 AM",""
"","3409","Bergen St & Smith St","26","35","40.6867443","-73.99063168","In Service","1","9","Bergen St & Smith St","","","","","","False","2019-11-28 05:23:34 AM",""
"","3410","Dean St & Hoyt St","29","31","40.6864442","-73.98759104","In Service","1","2","Dean St & Hoyt St","","","","","","False","2019-11-28 05:26:27 AM",""
"","3411","Bond St & Bergen St","12","27","40.6849668","-73.98620772","In Service","1","15","Bond St & Bergen St","","","","","","False","2019-11-28 05:27:04 AM",""
"","3412","Pacific St & Nevins St","1","18","40.6853761","-73.98302136","In Service","1","17","Pacific St & Nevins St","","","","","","False","2019-11-28 05:25:33 AM",""
"","3413","Wyckoff St & 3 Ave","1","22","40.6827549","-73.98258555","In Service","1","21","Wyckoff St & 3 Ave","","","","","","False","2019-11-28 05:25:43 AM",""
"","3414","Bergen St & Flatbush Ave","24","33","40.680944723477296","-73.97567331790923","In Service","1","9","Bergen St & Flatbush Ave","","","","","","False","2019-11-28 05:26:40 AM",""
"","3415","Prospect Pl & 6 Ave","21","25","40.6793307","-73.97519523","In Service","1","4","Prospect Pl & 6 Ave","","","","","","False","2019-11-28 05:27:07 AM",""
"","3416","7 Ave & Park Pl","23","25","40.6776147","-73.97324283","In Service","1","2","7 Ave & Park Pl","","","","","","False","2019-11-28 05:24:54 AM",""
"","3417","Baltic St & 5 Ave","10","27","40.6795766","-73.97854971","In Service","1","16","Baltic St & 5 Ave","","","","","","False","2019-11-28 05:24:39 AM",""
"","3418","Plaza St West & Flatbush Ave","32","33","40.6750207","-73.97111473","In Service","1","0","Plaza St West & Flatbush Ave","","","","","","False","2019-11-28 05:24:19 AM",""
"","3419","Douglass St & 4 Ave","15","27","40.6792788","-73.98154004","In Service","1","12","Douglass St & 4 Ave","","","","","","False","2019-11-28 05:24:29 AM",""
"","3420","Douglass St & 3 Ave","16","21","40.6802133","-73.98432695","In Service","1","5","Douglass St & 3 Ave","","","","","","False","2019-11-28 05:23:32 AM",""
"","3422","Columbia St & Degraw St","18","21","40.6859296","-74.00242364","In Service","1","3","Columbia St & Degraw St","","","","","","False","2019-11-28 05:24:23 AM",""
"","3423","West Drive & Prospect Park West","24","29","40.6610633719006","-73.97945255041122","In Service","1","5","West Drive & Prospect Park West","","","","","","False","2019-11-28 05:27:00 AM",""
"","3424","E 106 St & Lexington Ave","1","27","40.791976","-73.945993","In Service","1","25","E 106 St & Lexington Ave","","","","","","False","2019-11-28 05:23:39 AM",""
"","3425","2 Ave & E 104 St","0","33","40.7892105","-73.94370784","In Service","1","33","2 Ave & E 104 St","","","","","","False","2019-11-28 05:26:51 AM",""
"","3429","Hanson Pl & Ashland Pl","24","39","40.68506807308177","-73.97790759801863","In Service","1","15","Hanson Pl & Ashland Pl","","","","","","False","2019-11-28 05:26:58 AM",""
"","3430","Richardson St & N Henry St","12","25","40.71907891179564","-73.94223690032959","In Service","1","13","Richardson St & N Henry St","","","","","","False","2019-11-28 05:24:25 AM",""
"","3435","Grand St & Elizabeth St","24","45","40.718822","-73.99596","In Service","1","19","Grand St & Elizabeth St","","","","","","False","2019-11-28 05:24:49 AM",""
"","3437","Riverside Dr & W 91 St","23","39","40.79313480986663","-73.97700369358063","In Service","1","16","Riverside Dr & W 91 St","","","","","","False","2019-11-28 05:25:22 AM",""
"","3440","Fulton St & Adams St","42","43","40.692418292578466","-73.98949474096298","In Service","1","1","Fulton St & Adams St","","","","","","False","2019-11-28 05:26:53 AM",""
"","3443","W 52 St & 6 Ave","0","41","40.76132983124814","-73.97982001304626","Not In Service","3","0","W 52 St & 6 Ave","","","","","","False","2019-11-28 05:26:22 AM",""
"","3452","Bayard St & Leonard St","32","43","40.71915571696044","-73.94885390996933","In Service","1","11","Bayard St & Leonard St","","","","","","False","2019-11-28 05:25:05 AM",""
"","3453","Devoe St & Lorimer St","13","19","40.71335226222875","-73.9491033554077","In Service","1","6","Devoe St & Lorimer St","","","","","","False","2019-11-28 05:27:07 AM",""
"","3454","Leonard St & Maujer St","23","24","40.7103685423523","-73.94705951213837","In Service","1","1","Leonard St & Maujer St","","","","","","False","2019-11-28 05:25:06 AM",""
"","3456","Jackson St & Leonard St","13","22","40.71638031973561","-73.94821286201477","In Service","1","9","Jackson St & Leonard St","","","","","","False","2019-11-28 05:24:01 AM",""
"","3457","E 58 St & Madison Ave","46","46","40.76302594280519","-73.97209525108337","In Service","1","0","E 58 St & Madison Ave","","","","","","False","2019-11-28 05:24:01 AM",""
"","3461","Murray St & Greenwich St","19","33","40.714851505262516","-74.01122331619263","In Service","1","14","Murray St & Greenwich St","","","","","","False","2019-11-28 05:26:11 AM",""
"","3463","E 16 St & Irving Pl","3","37","40.735367055605394","-73.98797392845154","In Service","1","33","E 16 St & Irving Pl","","","","","","False","2019-11-28 05:24:24 AM",""
"","3467","W Broadway & Spring St","33","42","40.72494672359416","-74.00165855884552","In Service","1","9","W Broadway & Spring St","","","","","","False","2019-11-28 05:24:30 AM",""
"","3469","India St & West St","13","23","40.73181401720966","-73.95995020866394","In Service","1","10","India St & West St","","","","","","False","2019-11-28 05:26:38 AM",""
"","3472","W 15 St & 10 Ave","29","39","40.742753828659026","-74.00747358798981","In Service","1","10","W 15 St & 10 Ave","","","","","","False","2019-11-28 05:23:51 AM",""
"","3477","39 St & 2 Ave - Citi Bike HQ at Industry City","4","33","40.65539977447831","-74.01062786579132","In Service","1","29","39 St & 2 Ave - Citi Bike HQ at Industry City","","","","","","False","2019-11-28 05:23:17 AM",""
"","3478","2 Ave & 36 St - Citi Bike HQ at Industry City","2","43","40.65708866668485","-74.00870203971863","In Service","1","41","2 Ave & 36 St - Citi Bike HQ at Industry City","","","","","","False","2019-11-28 05:23:49 AM",""
"","3479","Picnic Point","0","45","40.68512559515415","-74.02535319328308","Not In Service","3","0","Picnic Point","","","","","","False","2019-11-28 05:26:32 AM",""
"","3481","York St","0","22","40.71649","-74.04105","In Service","1","22","York St","","","","","","False","2019-11-28 05:27:00 AM",""
"","3483","Montgomery St","10","14","40.71942","-74.05099","In Service","1","3","Montgomery St","","","","","","False","2019-11-28 05:25:30 AM",""
"","3486","Schermerhorn St & Bond St","27","30","40.688417427540834","-73.98451656103134","In Service","1","3","Schermerhorn St & Bond St","","","","","","False","2019-11-28 05:25:06 AM",""
"","3490","E 116 St & 2 Ave","0","31","40.796879","-73.937261","In Service","1","31","E 116 St & 2 Ave","","","","","","False","2019-11-28 05:24:54 AM",""
"","3491","E 118 St & 1 Ave","1","24","40.79747","-73.93504","In Service","1","23","E 118 St & 1 Ave","","","","","","False","2019-11-28 05:24:30 AM",""
"","3492","E 118 St & Park Ave","3","27","40.8005385","-73.9419949","In Service","1","24","E 118 St & Park Ave","","","","","","False","2019-11-28 05:23:16 AM",""
"","3493","E 118 St & 3 Ave","4","31","40.799139","-73.9389152","In Service","1","26","E 118 St & 3 Ave","","","","","","False","2019-11-28 05:24:31 AM",""
"","3494","E 115 St & Lexington Ave","1","25","40.797911","-73.9423","In Service","1","24","E 115 St & Lexington Ave","","","","","","False","2019-11-28 05:25:39 AM",""
"","3495","E 114 St & 1 Ave","0","26","40.7945663","-73.9362541","In Service","1","26","E 114 St & 1 Ave","","","","","","False","2019-11-28 05:23:45 AM",""
"","3496","1 Ave & E 110 St","0","25","40.7923272","-73.9383","In Service","1","25","1 Ave & E 110 St","","","","","","False","2019-11-28 05:25:10 AM",""
"","3497","Pleasant Ave & E 116 St","0","23","40.7949879","-73.9333349","In Service","1","23","Pleasant Ave & E 116 St","","","","","","False","2019-11-28 05:25:15 AM",""
"","3498","Pleasant Ave & E 120 St","0","21","40.7974772","-73.9311847","In Service","1","21","Pleasant Ave & E 120 St","","","","","","False","2019-11-28 05:23:45 AM",""
"","3499","2 Ave & E 122 St","9","25","40.8006721","-73.9349","In Service","1","16","2 Ave & E 122 St","","","","","","False","2019-11-28 05:26:48 AM",""
"","3500","E 115 St & Madison Ave","3","31","40.7989445","-73.944846","In Service","1","28","E 115 St & Madison Ave","","","","","","False","2019-11-28 05:23:36 AM",""
"","3501","E 118 St & Madison Ave","14","29","40.8014866","-73.9442507","In Service","1","15","E 118 St & Madison Ave","","","","","","False","2019-11-28 05:24:02 AM",""
"","3502","Lexington Ave & E 111 St","0","29","40.7954121","-73.9441232","In Service","1","28","Lexington Ave & E 111 St","","","","","","False","2019-11-28 05:23:39 AM",""
"","3503","Madison Ave & E 120 St","4","30","40.80295","-73.942954","In Service","1","26","Madison Ave & E 120 St","","","","","","False","2019-11-28 05:25:03 AM",""
"","3504","E 123 St & Lexington Ave","2","27","40.8029263","-73.9379","In Service","1","25","E 123 St & Lexington Ave","","","","","","False","2019-11-28 05:24:10 AM",""
"","3505","Lexington Ave & E 127 St","4","33","40.805726","-73.936322","In Service","1","29","Lexington Ave & E 127 St","","","","","","False","2019-11-28 05:23:15 AM",""
"","3506","Lexington Ave & E 120 St","2","29","40.8013066","-73.9398167","In Service","1","27","Lexington Ave & E 120 St","","","","","","False","2019-11-28 05:23:33 AM",""
"","3507","Park Ave & E 124 St","5","36","40.8045555","-73.9396861","In Service","1","31","Park Ave & E 124 St","","","","","","False","2019-11-28 05:26:55 AM",""
"","3508","St Nicholas Ave & Manhattan Ave","28","31","40.809725","-73.953149","In Service","1","3","St Nicholas Ave & Manhattan Ave","","","","","","False","2019-11-28 05:24:32 AM",""
"","3509","Lenox Ave & W 115 St","0","31","40.8011939","-73.9500739","In Service","1","31","Lenox Ave & W 115 St","","","","","","False","2019-11-28 05:24:29 AM",""
"","3510","Adam Clayton Powell Blvd & W 123 St","16","31","40.8078316","-73.949373","In Service","1","14","Adam Clayton Powell Blvd & W 123 St","","","","","","False","2019-11-28 05:25:17 AM",""
"","3511","Adam Clayton Powell Blvd & W 115 St","0","0","40.802535","-73.9532423","Not In Service","3","0","Adam Clayton Powell Blvd & W 115 St","","","","","","False","2019-09-23 08:29:41 AM",""
"","3513","21 St & Hoyt Ave S","14","21","40.774645","-73.923706","In Service","1","6","21 St & Hoyt Ave S","","","","","","False","2019-11-28 05:26:27 AM",""
"","3514","Astoria Park S & Shore Blvd","7","23","40.7767","-73.927631","In Service","1","16","Astoria Park S & Shore Blvd","","","","","","False","2019-11-28 05:23:33 AM",""
"","3515","24 Ave & 26 St","8","19","40.774591","-73.918544","In Service","1","11","24 Ave & 26 St","","","","","","False","2019-11-28 05:26:54 AM",""
"","3516","31 St & Astoria Blvd","31","31","40.7699176","-73.9184057","In Service","1","0","31 St & Astoria Blvd","","","","","","False","2019-11-28 05:26:10 AM",""
"","3517","31 St & Hoyt Ave N","29","35","40.7711528","-73.9170074","In Service","1","6","31 St & Hoyt Ave N","","","","","","False","2019-11-28 05:23:25 AM",""
"","3518","Lenox Ave & W 126 St","4","34","40.808442","-73.9452087","In Service","1","29","Lenox Ave & W 126 St","","","","","","False","2019-11-28 05:24:38 AM",""
"","3520","Adam Clayton Powell Blvd & W 118 St","0","27","40.804372","-73.951475","In Service","1","27","Adam Clayton Powell Blvd & W 118 St","","","","","","False","2019-11-28 05:24:30 AM",""
"","3521","Lenox Ave & W 111 St","5","36","40.7987859","-73.9523","In Service","1","31","Lenox Ave & W 111 St","","","","","","False","2019-11-28 05:24:20 AM",""
"","3522","37 St & 24 Ave","13","19","40.7701477","-73.9120938","In Service","1","6","37 St & 24 Ave","","","","","","False","2019-11-28 05:26:11 AM",""
"","3523","24 Ave & 29 St","21","25","40.7729","-73.916142","In Service","1","4","24 Ave & 29 St","","","","","","False","2019-11-28 05:24:18 AM",""
"","3524","19 St & 24 Ave","14","23","40.7774552","-73.9225403","In Service","1","9","19 St & 24 Ave","","","","","","False","2019-11-28 05:26:47 AM",""
"","3525","23 Ave & 27 St","20","21","40.776165","-73.9153175","In Service","1","1","23 Ave & 27 St","","","","","","False","2019-11-28 05:25:57 AM",""
"","3526","31 St & 23 Ave","25","27","40.7747878","-73.9125551","In Service","1","1","31 St & 23 Ave","","","","","","False","2019-11-28 05:25:31 AM",""
"","3527","5 Ave & E 126 St","15","27","40.80698","-73.941747","In Service","1","12","5 Ave & E 126 St","","","","","","False","2019-11-28 05:24:26 AM",""
"","3528","Steinway St & 23 Ave","12","21","40.7713937","-73.9077436","In Service","1","9","Steinway St & 23 Ave","","","","","","False","2019-11-28 05:26:08 AM",""
"","3529","Lenox Ave & W 130 St","2","25","40.8107922","-73.9430681","In Service","1","23","Lenox Ave & W 130 St","","","","","","False","2019-11-28 05:25:01 AM",""
"","3530","Crescent St & Ditmars Blvd","15","19","40.7787185","-73.9145645","In Service","1","4","Crescent St & Ditmars Blvd","","","","","","False","2019-11-28 05:25:39 AM",""
"","3531","Frederick Douglass Blvd & W 129 St","16","27","40.8125511","-73.9492286","In Service","1","11","Frederick Douglass Blvd & W 129 St","","","","","","False","2019-11-28 05:25:01 AM",""
"","3532","Ditmars Blvd & 19 St","23","27","40.78145","-73.9183302","In Service","1","4","Ditmars Blvd & 19 St","","","","","","False","2019-11-28 05:25:00 AM",""
"","3533","St. Nicholas Ave & W 126 St","5","34","40.8114323","-73.9518776","In Service","1","28","St. Nicholas Ave & W 126 St","","","","","","False","2019-11-28 05:24:39 AM",""
"","3534","Frederick Douglass Blvd & W 117 St","3","39","40.805159","-73.954692","In Service","1","36","Frederick Douglass Blvd & W 117 St","","","","","","False","2019-11-28 05:26:19 AM",""
"","3535","Mt Morris Park W & W 120 St","9","27","40.804038","-73.945925","In Service","1","17","Mt Morris Park W & W 120 St","","","","","","False","2019-11-28 05:25:29 AM",""
"","3536","W 116 St & Broadway","25","43","40.8082","-73.9641","In Service","1","17","W 116 St & Broadway","","","","","","False","2019-11-28 05:25:25 AM",""
"","3537","Carlton Ave & Dean St","13","29","40.6809741","-73.9710097","In Service","1","16","Carlton Ave & Dean St","","","","","","False","2019-11-28 05:25:04 AM",""
"","3538","W 110 St & Amsterdam Ave","24","45","40.802692","-73.96295","In Service","1","21","W 110 St & Amsterdam Ave","","","","","","False","2019-11-28 05:24:06 AM",""
"","3539","W 116 St & Amsterdam Ave","33","43","40.8067581","-73.9607082","In Service","1","10","W 116 St & Amsterdam Ave","","","","","","False","2019-11-28 05:26:36 AM",""
"","3540","Morningside Ave & W 123 St","16","35","40.81","-73.9551508","In Service","1","19","Morningside Ave & W 123 St","","","","","","False","2019-11-28 05:24:34 AM",""
"","3541","Amsterdam Ave & W 125 St","0","39","40.813358","-73.956461","In Service","1","39","Amsterdam Ave & W 125 St","","","","","","False","2019-11-28 05:25:15 AM",""
