"tripduration","start_station_id","end_station_id","bikeid","usertype","birth_year","gender","start_day","start_wday","start_month","start_year","start_hour","start_minute","start_second","end_day","end_wday","end_month","end_year","end_hour","end_minute","end_second","id"
173,3183,3214,29544,0,1960,1,2,2,4,2019,17,54,45.747,2,2,4,2019,17,57,39.347,"JC318332142019-04-02 17:54:45.7470"
434,3183,3199,29203,0,1991,1,2,2,4,2019,17,58,22.977,2,2,4,2019,18,5,37.432,"JC318331992019-04-02 17:58:22.9770"
287,3183,3267,26166,0,1984,1,2,2,4,2019,18,3,28.584,2,2,4,2019,18,8,16.49,"JC318332672019-04-02 18:03:28.5840"
412,3183,3276,29440,0,1982,1,2,2,4,2019,18,7,23.385,2,2,4,2019,18,14,16.187,"JC318332762019-04-02 18:07:23.3850"
275,3183,3267,29490,0,1989,2,2,2,4,2019,18,8,46.732,2,2,4,2019,18,13,22.496,"JC318332672019-04-02 18:08:46.7320"
231,3183,3267,26171,0,1973,1,2,2,4,2019,18,13,11.283,2,2,4,2019,18,17,2.472,"JC318332672019-04-02 18:13:11.2830"
587,3183,3202,29294,1,1969,0,2,2,4,2019,18,14,56.464,2,2,4,2019,18,24,44.374,"JC318332022019-04-02 18:14:56.4640"
244,3183,3187,29227,0,1979,1,2,2,4,2019,18,16,24.624,2,2,4,2019,18,20,28.678,"JC318331872019-04-02 18:16:24.6240"
224,3183,3186,26266,0,1977,1,2,2,4,2019,18,18,48.161,2,2,4,2019,18,22,33.113,"JC318331862019-04-02 18:18:48.1610"
442,3183,3199,29616,0,1990,1,2,2,4,2019,18,25,43.765,2,2,4,2019,18,33,6.383,"JC318331992019-04-02 18:25:43.7650"
299,3183,3214,29510,0,1979,1,2,2,4,2019,18,27,27.735,2,2,4,2019,18,32,27.668,"JC318332142019-04-02 18:27:27.7350"
1305,3183,3191,29673,1,1994,1,2,2,4,2019,18,28,27.616,2,2,4,2019,18,50,12.953,"JC318331912019-04-02 18:28:27.6160"
122,3183,3639,26209,0,1985,1,2,2,4,2019,18,32,26.846,2,2,4,2019,18,34,29.814,"JC318336392019-04-02 18:32:26.8460"
168,3183,3214,29590,0,1967,1,2,2,4,2019,18,38,17.819,2,2,4,2019,18,41,6.603,"JC318332142019-04-02 18:38:17.8190"
186,3183,3267,26165,0,1989,1,2,2,4,2019,18,51,4.827,2,2,4,2019,18,54,11.783,"JC318332672019-04-02 18:51:04.8270"
420,3183,3214,26193,0,1976,2,2,2,4,2019,18,53,36.178,2,2,4,2019,19,0,36.486,"JC318332142019-04-02 18:53:36.1780"
212,3183,3214,29536,0,1990,1,2,2,4,2019,18,54,51.098,2,2,4,2019,18,58,23.176,"JC318332142019-04-02 18:54:51.0980"
288,3183,3267,29498,0,1981,0,2,2,4,2019,19,34,1.808,2,2,4,2019,19,38,50.697,"JC318332672019-04-02 19:34:01.8080"
675,3183,3199,26305,0,1969,0,2,2,4,2019,19,58,44.532,2,2,4,2019,20,10,0.338,"JC318331992019-04-02 19:58:44.5320"
280,3183,3267,29296,0,1991,1,2,2,4,2019,20,1,44.149,2,2,4,2019,20,6,24.458,"JC318332672019-04-02 20:01:44.1490"
240,3183,3267,26238,0,1989,1,2,2,4,2019,21,12,35.412,2,2,4,2019,21,16,35.626,"JC318332672019-04-02 21:12:35.4120"
167,3183,3267,26216,0,1994,1,2,2,4,2019,21,18,33.066,2,2,4,2019,21,21,20.775,"JC318332672019-04-02 21:18:33.0660"
258,3183,3213,29123,0,1969,0,2,2,4,2019,21,54,58.127,2,2,4,2019,21,59,16.196,"JC318332132019-04-02 21:54:58.1270"
227,3183,3267,29670,0,1990,1,2,2,4,2019,23,27,22.294,2,2,4,2019,23,31,9.351,"JC318332672019-04-02 23:27:22.2940"
98,3183,3184,26183,0,1966,1,3,3,4,2019,7,42,0.957,3,3,4,2019,7,43,39.686,"JC318331842019-04-03 07:42:00.9570"
101,3183,3184,29598,0,1966,1,3,3,4,2019,8,2,22.629,3,3,4,2019,8,4,4.523,"JC318331842019-04-03 08:02:22.6290"
1572,3183,3198,29122,1,1969,0,3,3,4,2019,9,2,49.605,3,3,4,2019,9,29,2.376,"JC318331982019-04-03 09:02:49.6050"
147,3183,3681,29535,0,1971,1,3,3,4,2019,10,43,38.042,3,3,4,2019,10,46,5.757,"JC318336812019-04-03 10:43:38.0420"
393,3183,3203,29591,0,1976,1,3,3,4,2019,11,26,50.996,3,3,4,2019,11,33,24.292,"JC318332032019-04-03 11:26:50.9960"
353,3183,3639,29668,0,1969,0,3,3,4,2019,12,24,50.243,3,3,4,2019,12,30,43.808,"JC318336392019-04-03 12:24:50.2430"
218,3183,3214,29481,0,1980,1,3,3,4,2019,12,33,33.869,3,3,4,2019,12,37,11.89,"JC318332142019-04-03 12:33:33.8690"
226,3183,3481,29556,0,1984,2,3,3,4,2019,14,28,16.775,3,3,4,2019,14,32,3.431,"JC318334812019-04-03 14:28:16.7750"
762,3183,3183,26193,0,1965,1,3,3,4,2019,15,10,21.668,3,3,4,2019,15,23,4.44,"JC318331832019-04-03 15:10:21.6680"
560,3183,3270,29481,0,1987,2,3,3,4,2019,15,36,13.761,3,3,4,2019,15,45,34.56,"JC318332702019-04-03 15:36:13.7610"
484,3183,3278,26193,0,1982,1,3,3,4,2019,15,38,55.64,3,3,4,2019,15,47,0.323,"JC318332782019-04-03 15:38:55.6400"
356,3183,3186,26201,0,1987,1,3,3,4,2019,16,6,7.929,3,3,4,2019,16,12,4.76,"JC318331862019-04-03 16:06:07.9290"
274,3183,3267,29619,0,1976,2,3,3,4,2019,16,40,8.424,3,3,4,2019,16,44,43.298,"JC318332672019-04-03 16:40:08.4240"
280,3183,3267,26297,0,1968,1,3,3,4,2019,16,40,22.958,3,3,4,2019,16,45,3.934,"JC318332672019-04-03 16:40:22.9580"
626,3183,3192,29604,0,1981,2,3,3,4,2019,16,40,27.875,3,3,4,2019,16,50,54.587,"JC318331922019-04-03 16:40:27.8750"
223,3183,3681,26253,0,1970,1,3,3,4,2019,16,56,41.764,3,3,4,2019,17,0,24.82,"JC318336812019-04-03 16:56:41.7640"
246,3183,3185,29214,0,1986,1,3,3,4,2019,17,4,38,3,3,4,2019,17,8,44.497,"JC318331852019-04-03 17:04:38.0000"
302,3183,3267,29668,0,1981,0,3,3,4,2019,17,9,22.992,3,3,4,2019,17,14,25.221,"JC318332672019-04-03 17:09:22.9920"
373,3183,3276,26157,0,1983,1,3,3,4,2019,17,11,58.946,3,3,4,2019,17,18,12.458,"JC318332762019-04-03 17:11:58.9460"
338,3183,3186,29507,0,1977,1,3,3,4,2019,17,16,14.509,3,3,4,2019,17,21,53.079,"JC318331862019-04-03 17:16:14.5090"
136,3183,3639,26238,0,1969,0,3,3,4,2019,17,19,14.037,3,3,4,2019,17,21,30.543,"JC318336392019-04-03 17:19:14.0370"
1697,3183,3203,26203,0,1956,1,3,3,4,2019,17,20,44.74,3,3,4,2019,17,49,2.173,"JC318332032019-04-03 17:20:44.7400"
275,3183,3187,26166,0,1987,1,3,3,4,2019,17,27,10.043,3,3,4,2019,17,31,45.647,"JC318331872019-04-03 17:27:10.0430"
401,3183,3681,29610,0,1962,1,3,3,4,2019,17,27,57.055,3,3,4,2019,17,34,38.475,"JC318336812019-04-03 17:27:57.0550"
1445,3183,3268,29502,0,1989,1,3,3,4,2019,17,28,20.603,3,3,4,2019,17,52,25.763,"JC318332682019-04-03 17:28:20.6030"
344,3183,3211,26230,0,1976,1,3,3,4,2019,17,36,15.343,3,3,4,2019,17,41,59.514,"JC318332112019-04-03 17:36:15.3430"
375,3183,3213,29296,0,1962,1,3,3,4,2019,17,44,52.987,3,3,4,2019,17,51,8.318,"JC318332132019-04-03 17:44:52.9870"
280,3183,3267,26216,0,1989,1,3,3,4,2019,17,45,17.016,3,3,4,2019,17,49,57.487,"JC318332672019-04-03 17:45:17.0160"
115,3183,3184,26191,0,1985,1,3,3,4,2019,17,48,34.376,3,3,4,2019,17,50,30.351,"JC318331842019-04-03 17:48:34.3760"
207,3183,3214,29647,0,1960,1,3,3,4,2019,17,49,47.916,3,3,4,2019,17,53,14.939,"JC318332142019-04-03 17:49:47.9160"
113,3183,3184,26221,0,1985,1,3,3,4,2019,17,53,36.565,3,3,4,2019,17,55,30.067,"JC318331842019-04-03 17:53:36.5650"
189,3183,3681,29199,0,1988,2,3,3,4,2019,17,56,12.867,3,3,4,2019,17,59,22.642,"JC318336812019-04-03 17:56:12.8670"
1608,3183,3220,29475,0,1985,1,3,3,4,2019,17,56,56.599,3,3,4,2019,18,23,44.688,"JC318332202019-04-03 17:56:56.5990"
632,3183,3278,29616,0,1969,0,3,3,4,2019,17,57,12.163,3,3,4,2019,18,7,44.663,"JC318332782019-04-03 17:57:12.1630"
268,3183,3267,29216,0,1967,1,3,3,4,2019,17,57,22.011,3,3,4,2019,18,1,50.324,"JC318332672019-04-03 17:57:22.0110"
105,3183,3184,26292,0,1985,1,3,3,4,2019,17,59,12.335,3,3,4,2019,18,0,58.199,"JC318331842019-04-03 17:59:12.3350"
194,3183,3214,29484,0,1988,1,3,3,4,2019,17,59,31.123,3,3,4,2019,18,2,45.967,"JC318332142019-04-03 17:59:31.1230"
315,3183,3214,26292,0,1993,1,3,3,4,2019,18,8,12.311,3,3,4,2019,18,13,28.1,"JC318332142019-04-03 18:08:12.3110"
1058,3183,3268,26171,0,1990,2,3,3,4,2019,18,8,44.942,3,3,4,2019,18,26,23.631,"JC318332682019-04-03 18:08:44.9420"
568,3183,3202,26256,1,1992,1,3,3,4,2019,18,14,44.779,3,3,4,2019,18,24,13.239,"JC318332022019-04-03 18:14:44.7790"
215,3183,3185,29518,0,1980,1,3,3,4,2019,18,15,46.184,3,3,4,2019,18,19,21.692,"JC318331852019-04-03 18:15:46.1840"
452,3183,3199,29272,0,1991,1,3,3,4,2019,18,42,50.132,3,3,4,2019,18,50,23.101,"JC318331992019-04-03 18:42:50.1320"
272,3183,3187,29547,0,1979,2,3,3,4,2019,18,50,28.384,3,3,4,2019,18,55,0.865,"JC318331872019-04-03 18:50:28.3840"
139,3183,3214,29481,0,1984,1,3,3,4,2019,19,2,7.874,3,3,4,2019,19,4,27.217,"JC318332142019-04-03 19:02:07.8740"
260,3183,3185,29578,0,1988,1,3,3,4,2019,19,17,28.064,3,3,4,2019,19,21,48.966,"JC318331852019-04-03 19:17:28.0640"
242,3183,3187,29233,0,1975,1,3,3,4,2019,19,19,38.613,3,3,4,2019,19,23,40.955,"JC318331872019-04-03 19:19:38.6130"
1141,3183,3199,26305,0,1963,1,3,3,4,2019,19,23,37.597,3,3,4,2019,19,42,39.117,"JC318331992019-04-03 19:23:37.5970"
332,3183,3276,26201,0,1979,1,3,3,4,2019,19,41,39.078,3,3,4,2019,19,47,11.974,"JC318332762019-04-03 19:41:39.0780"
228,3183,3267,26216,0,1955,1,3,3,4,2019,19,49,22.397,3,3,4,2019,19,53,11.375,"JC318332672019-04-03 19:49:22.3970"
190,3183,3639,26274,0,1969,0,3,3,4,2019,19,52,18.343,3,3,4,2019,19,55,28.838,"JC318336392019-04-03 19:52:18.3430"
247,3183,3276,29125,0,1980,1,3,3,4,2019,20,1,11.753,3,3,4,2019,20,5,18.797,"JC318332762019-04-03 20:01:11.7530"
409,3183,3276,29599,0,1968,2,3,3,4,2019,20,8,21.509,3,3,4,2019,20,15,10.922,"JC318332762019-04-03 20:08:21.5090"
567,3183,3192,26296,0,1980,1,3,3,4,2019,20,12,24.749,3,3,4,2019,20,21,52.195,"JC318331922019-04-03 20:12:24.7490"
169,3183,3214,29449,0,1979,1,3,3,4,2019,20,23,2.001,3,3,4,2019,20,25,51.812,"JC318332142019-04-03 20:23:02.0010"
886,3183,3267,26202,0,1980,2,3,3,4,2019,20,29,36.66,3,3,4,2019,20,44,23.225,"JC318332672019-04-03 20:29:36.6600"
285,3183,3639,29678,0,1958,1,3,3,4,2019,20,36,0.097,3,3,4,2019,20,40,45.179,"JC318336392019-04-03 20:36:00.0970"
912,3183,3192,29639,0,1993,2,3,3,4,2019,20,38,51.63,3,3,4,2019,20,54,3.638,"JC318331922019-04-03 20:38:51.6300"
263,3183,3267,26302,0,1977,1,3,3,4,2019,20,59,3.203,3,3,4,2019,21,3,27.084,"JC318332672019-04-03 20:59:03.2030"
431,3183,3214,29622,0,1977,1,3,3,4,2019,21,0,11.614,3,3,4,2019,21,7,23.181,"JC318332142019-04-03 21:00:11.6140"
307,3183,3638,29444,0,1985,1,4,4,4,2019,7,17,28.145,4,4,4,2019,7,22,36.007,"JC318336382019-04-04 07:17:28.1450"
102,3183,3184,26283,0,1966,1,4,4,4,2019,7,53,27.074,4,4,4,2019,7,55,9.767,"JC318331842019-04-04 07:53:27.0740"
369,3183,3213,29668,0,1986,1,4,4,4,2019,8,5,10.415,4,4,4,2019,8,11,19.542,"JC318332132019-04-04 08:05:10.4150"
102,3183,3184,26296,0,1966,1,4,4,4,2019,8,16,40.005,4,4,4,2019,8,18,22.219,"JC318331842019-04-04 08:16:40.0050"
80,3183,3184,26277,0,1975,1,4,4,4,2019,8,39,53.243,4,4,4,2019,8,41,13.519,"JC318331842019-04-04 08:39:53.2430"
225,3183,3214,29454,0,1981,1,4,4,4,2019,9,10,15.995,4,4,4,2019,9,14,1.32,"JC318332142019-04-04 09:10:15.9950"
1143,3183,3277,29616,0,1982,1,4,4,4,2019,10,25,14.505,4,4,4,2019,10,44,17.619,"JC318332772019-04-04 10:25:14.5050"
633,3183,3278,29197,0,1969,0,4,4,4,2019,12,13,49.181,4,4,4,2019,12,24,22.755,"JC318332782019-04-04 12:13:49.1810"
299,3183,3267,29506,0,1968,1,4,4,4,2019,15,22,11.584,4,4,4,2019,15,27,10.816,"JC318332672019-04-04 15:22:11.5840"
257,3183,3267,26177,0,1976,2,4,4,4,2019,16,39,45.602,4,4,4,2019,16,44,2.871,"JC318332672019-04-04 16:39:45.6020"
239,3183,3267,29526,0,1974,1,4,4,4,2019,16,53,9.971,4,4,4,2019,16,57,9.443,"JC318332672019-04-04 16:53:09.9710"
308,3183,3267,29653,0,1970,1,4,4,4,2019,16,56,0.259,4,4,4,2019,17,1,9.242,"JC318332672019-04-04 16:56:00.2590"
575,3183,3192,26311,0,1980,1,4,4,4,2019,16,58,51.06,4,4,4,2019,17,8,26.585,"JC318331922019-04-04 16:58:51.0600"
352,3183,3199,29490,0,1941,2,4,4,4,2019,17,5,0.718,4,4,4,2019,17,10,53.657,"JC318331992019-04-04 17:05:00.7180"
261,3183,3276,26201,0,1983,1,4,4,4,2019,17,8,2.608,4,4,4,2019,17,12,24.478,"JC318332762019-04-04 17:08:02.6080"
110,3183,3184,26214,0,1969,0,4,4,4,2019,17,9,11.491,4,4,4,2019,17,11,2.466,"JC318331842019-04-04 17:09:11.4910"
401,3183,3202,26228,0,1993,1,4,4,4,2019,17,10,3.879,4,4,4,2019,17,16,45.335,"JC318332022019-04-04 17:10:03.8790"
81,3183,3184,29587,0,1985,1,4,4,4,2019,17,12,42.227,4,4,4,2019,17,14,3.688,"JC318331842019-04-04 17:12:42.2270"
488,3183,3202,29250,0,1993,2,4,4,4,2019,17,16,21.383,4,4,4,2019,17,24,29.577,"JC318332022019-04-04 17:16:21.3830"
119,3183,3639,26244,0,1969,0,4,4,4,2019,17,19,12.153,4,4,4,2019,17,21,11.459,"JC318336392019-04-04 17:19:12.1530"
1643,3183,3281,29553,0,1987,1,4,4,4,2019,17,24,37.605,4,4,4,2019,17,52,1.048,"JC318332812019-04-04 17:24:37.6050"
388,3183,3273,26166,0,1980,1,4,4,4,2019,17,27,44.026,4,4,4,2019,17,34,12.984,"JC318332732019-04-04 17:27:44.0260"
1280,3183,3198,26312,0,1982,2,4,4,4,2019,17,31,17.381,4,4,4,2019,17,52,37.445,"JC318331982019-04-04 17:31:17.3810"
99,3183,3639,29556,0,1985,1,4,4,4,2019,17,34,17.091,4,4,4,2019,17,35,56.671,"JC318336392019-04-04 17:34:17.0910"
677,3183,3278,29661,0,1969,0,4,4,4,2019,17,34,26.317,4,4,4,2019,17,45,43.383,"JC318332782019-04-04 17:34:26.3170"
308,3183,3186,26302,0,1976,1,4,4,4,2019,17,45,51.011,4,4,4,2019,17,50,59.861,"JC318331862019-04-04 17:45:51.0110"
